asset_id,asset_type,high_risk_probability,predicted_risk_tier,validation_outcome,top_risk_contributors,explainability_statement,generated_at
LHT-Asset-154,domain_controller,1.0,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 9.0, ""contribution"": 6.231192, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 21.0, ""contribution"": 2.110028, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 100.0, ""contribution"": 1.994537, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 100.0, ""contribution"": 0.922084, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 100.0, ""contribution"": 0.775303, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267370+00:00
LHT-Asset-155,firewall,0.0011,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 3.0, ""contribution"": -0.644958, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 35.0, ""contribution"": -0.524802, ""direction"": ""Reduces predicted risk""}, {""feature"": ""network_risk_score"", ""feature_value"": 25.0, ""contribution"": 0.398301, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267535+00:00
LHT-Asset-156,siem_server,0.2304,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 1.0, ""contribution"": -0.951068, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 35.0, ""contribution"": -0.524802, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 96.0, ""contribution"": -0.353298, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267707+00:00
LHT-Asset-157,siem_server,0.0715,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 24.0, ""contribution"": 0.684853, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 10.0, ""contribution"": -0.622714, ""direction"": ""Reduces predicted risk""}, {""feature"": ""vulnerability_score"", ""feature_value"": 98.0, ""contribution"": -0.391653, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267870+00:00
LHT-Asset-158,workstation,0.0018,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 4.0, ""contribution"": -0.491903, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 20.0, ""contribution"": -0.478645, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 37.0, ""contribution"": -0.447284, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268033+00:00
LHT-Asset-159,workstation,0.0025,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 12.0, ""contribution"": 0.732535, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 7.0, ""contribution"": -0.665949, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 36.0, ""contribution"": 0.511828, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268203+00:00
LHT-Asset-160,firewall,0.0023,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 3.0, ""contribution"": -0.644958, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 37.0, ""contribution"": -0.447284, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 27.0, ""contribution"": -0.356081, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268367+00:00
LHT-Asset-161,linux_server,1.0,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 9.0, ""contribution"": 6.231192, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 96.0, ""contribution"": 1.839501, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 100.0, ""contribution"": 0.922084, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 97.0, ""contribution"": 0.631114, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268528+00:00
LHT-Asset-162,domain_controller,0.0798,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 18.0, ""contribution"": -0.507419, ""direction"": ""Reduces predicted risk""}, {""feature"": ""evidence_integrity_score"", ""feature_value"": 92.0, ""contribution"": 0.22415, ""direction"": ""Increases predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 87.0, ""contribution"": -0.223529, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268691+00:00
LHT-Asset-163,linux_server,0.0229,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 7.0, ""contribution"": -0.639969, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 11.0, ""contribution"": 0.57948, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 34.0, ""contribution"": -0.563561, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.268859+00:00
LHT-Asset-164,siem_server,0.0877,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 4.0, ""contribution"": -0.491903, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 36.0, ""contribution"": 0.448505, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 38.0, ""contribution"": -0.408525, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 26.0, ""contribution"": -0.392125, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.269021+00:00
LHT-Asset-165,linux_server,0.0506,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 0.0, ""contribution"": -1.104122, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 91.0, ""contribution"": 0.544643, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 4.0, ""contribution"": 0.541578, ""direction"": ""Increases predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 94.0, ""contribution"": -0.516096, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.269310+00:00
LHT-Asset-166,domain_controller,0.407,Medium,False Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 4.0, ""contribution"": 0.541578, ""direction"": ""Increases predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 86.0, ""contribution"": -0.383048, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 27.0, ""contribution"": -0.356081, ""direction"": ""Reduces predicted risk""}, {""feature"": ""evidence_integrity_score"", ""feature_value"": 97.0, ""contribution"": 0.286898, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.269487+00:00
LHT-Asset-167,firewall,0.0766,Low,True Negative,"[{""feature"": ""attack_path_score"", ""feature_value"": 6.0, ""contribution"": -0.680361, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 4.0, ""contribution"": 0.541578, ""direction"": ""Increases predicted risk""}, {""feature"": ""vulnerability_score"", ""feature_value"": 100.0, ""contribution"": -0.4106, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 82.0, ""contribution"": -0.316523, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 51.0, ""contribution"": 0.295546, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.269652+00:00
LHT-Asset-168,windows_server,0.2097,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 71.0, ""contribution"": 0.333982, ""direction"": ""Increases predicted risk""}, {""feature"": ""privileged_changes_7d"", ""feature_value"": 0.0, ""contribution"": -0.328147, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 69.0, ""contribution"": 0.227583, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.269819+00:00
